906  ( -0.0001,0.000000)
907  ( -0.0001,0.000000)
908  ( -0.0001,0.000000)
909  ( -0.0000,0.000000)
910  ( -0.0000,0.000000)
911  ( -0.0000,0.000000)
912  ( -0.0000,0.000000)
913  ( -0.0000,0.000000)
914  ( -0.0000,0.000000)
915  ( -0.0000,0.000000)
916  ( -0.0000,0.000000)
917  ( -0.0000,0.000000)
918  ( -0.0000,0.000000)
919  ( -0.0000,0.000000)
920  ( -0.0000,0.000000)
921  ( -0.0000,0.000000)
922  ( -0.0000,0.000000)
923  ( -0.0000,0.000000)
924  ( -0.0000,0.000000)
925  ( -0.0000,0.000000)
926  ( -0.0000,0.000000)
927  ( -0.0000,0.000000)
928  ( -0.0000,0.000000)
929  ( -0.0000,0.000000)
930  ( -0.0000,0.000000)
931  ( -0.0000,0.000000)
932  ( -0.0000,0.000000)
933  ( -0.0000,0.000000)
934  ( -0.0000,0.000000)
935  ( -0.0000,0.000000)
936  ( -0.0000,0.000000)
937  ( -0.0000,0.000000)
938  ( -0.0000,0.000000)
939  ( -0.0000,0.000000)
940  ( -0.0000,0.000000)
941  ( -0.0000,0.000000)
942  ( -0.0000,0.000000)
943  ( -0.0000,0.000000)
944  ( -0.0000,0.000000)
945  ( -0.0000,0.000000)
946  ( -0.0000,0.000000)
947  ( -0.0000,0.000000)
948  ( -0.0000,0.000000)
949  ( -0.0000,0.000000)
950  ( -0.0000,0.000000)
951  ( -0.0000,0.000000)
952  ( -0.0000,0.000000)
953  ( -0.0000,0.000000)
954  ( -0.0000,0.000000)
955  ( -0.0000,0.000000)
956  ( -0.0000,0.000000)
957  ( -0.0000,0.000000)
958  ( -0.0000,0.000000)
959  ( -0.0000,0.000000)
960  ( -0.0000,0.000000)
961  ( -0.0000,0.000000)
962  ( -0.0000,0.000000)
963  (  0.0000,0.000000)
964  (  0.0000,0.000000)
965  (  0.0000,0.000000)
966  (  0.0000,0.000000)
967  (  0.0000,0.000000)
968  (  0.0000,0.000000)
969  (  0.0000,0.000000)
970  (  0.0000,0.000000)
971  (  0.0000,0.000000)
972  (  0.0000,0.000000)
973  (  0.0000,0.000000)
974  (  0.0000,0.000000)
975  (  0.0000,0.000000)
976  (  0.0000,0.000000)
977  (  0.0000,0.000000)
978  (  0.0000,0.000000)
979  (  0.0000,0.000000)
980  (  0.0000,0.000000)
981  (  0.0000,0.000000)
982  (  0.0000,0.000000)
983  (  0.0000,0.000000)
984  (  0.0000,0.000000)
985  (  0.0000,0.000000)
986  (  0.0000,0.000000)
987  (  0.0000,0.000000)
988  (  0.0000,0.000000)
989  (  0.0000,0.000000)
990  (  0.0000,0.000000)
991  (  0.0000,0.000000)
992  (  0.0000,0.000000)
993  (  0.0000,0.000000)
994  (  0.0000,0.000000)
995  (  0.0000,0.000000)
996  (  0.0000,0.000000)
997  (  0.0000,0.000000)
998  (  0.0000,0.000000)
999  (  0.0000,0.000000)
1000  (  0.0000,0.000000)
1001  (  0.0000,0.000000)
1002  (  0.0000,0.000000)
1003  (  0.0000,0.000000)
1004  (  0.0000,0.000000)
1005  (  0.0000,0.000000)
1006  (  0.0000,0.000000)
1007  (  0.0000,0.000000)
1008  (  0.0000,0.000000)
1009  (  0.0000,0.000000)
1010  (  0.0000,0.000000)
1011  (  0.0000,0.000000)
1012  (  0.0000,0.000000)
1013  (  0.0000,0.000000)
1014  (  0.0000,0.000000)
1015  (  0.0000,0.000000)
1016  (  0.0000,0.000000)
1017  (  0.0000,0.000000)
1018  (  0.0000,0.000000)
1019  (  0.0000,0.000000)
1020  (  0.0000,0.000000)
1021  (  0.0000,0.000000)
1022  (  0.0000,0.000000)
1023  (  0.0000,0.000000)
